State,International plan,Voice mail plan,state_numeric,Area code,Account length,International plan_numeric,Voice mail plan numeric,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Tota all miniutes,Total all calls,Total all charges,Customer service calls,churn_numeric,Churn
WY,No,No,20,408,145,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,621.8,297,62.95,1,0,FALSE
WI,No,Yes,28,510,122,0,1,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,577.7,237,57.83,2,0,FALSE
SC,No,No,46,415,121,0,0,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,567.5,298,54.66,0,1,TRUE
DC,Yes,No,40,510,55,1,0,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,338.9,272,36.36,0,0,FALSE
CT,No,No,51,415,77,0,0,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,611.2,285,64.84,1,0,FALSE
OR,No,No,29,415,12,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,609,290,63.68,2,0,FALSE
OR,No,No,29,510,64,0,0,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,516.2,288,59.76,3,0,FALSE
NV,No,Yes,39,415,92,0,1,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,599.3,290,59.22,2,0,FALSE
MN,Yes,Yes,37,415,125,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,713.2,316,75.07,1,1,TRUE
OK,No,No,4,408,160,0,0,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,653.8,369,65.16,1,0,FALSE
KS,No,No,1,415,79,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,584.1,317,58.63,0,0,FALSE
RI,No,No,9,415,36,0,0,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,698.6,318,70.28,3,0,FALSE
IL,Yes,No,21,408,138,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,647.9,296,72.29,1,0,FALSE
WI,No,No,28,408,72,0,0,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,507.7,311,53.53,2,0,FALSE
MI,No,No,45,415,74,0,0,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,807.8,311,87.28,3,1,TRUE
MI,No,Yes,45,415,134,0,1,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,658.7,276,65.55,0,0,FALSE
MA,No,No,6,415,145,0,0,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,689.1,281,66.76,1,0,FALSE
AL,No,No,5,510,136,0,0,0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,463.5,314,45.45,0,0,FALSE
WI,Yes,No,28,415,66,1,0,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,655,282,64.36,3,0,FALSE
VT,No,Yes,13,510,152,0,1,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,489.8,340,54.5,1,0,FALSE
CT,No,No,51,408,162,0,0,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,408.2,367,33,1,0,FALSE
OR,No,No,29,510,72,0,0,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,514.9,329,48.75,2,0,FALSE
HI,No,No,49,415,101,0,0,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,655.1,295,72.82,4,0,FALSE
WV,No,No,8,415,125,0,0,0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,553.2,318,61.54,0,0,FALSE
RI,No,No,9,408,46,0,0,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,366.9,279,30.48,2,0,FALSE
MI,No,No,45,408,132,0,0,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,726,326,80.44,1,1,TRUE
ME,No,Yes,43,415,193,0,1,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,363.1,274,32.86,0,0,FALSE
WV,No,No,8,510,63,0,0,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,723.6,302,78.4,0,1,TRUE
NE,No,No,19,510,124,0,0,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,645.1,361,65.65,1,0,FALSE
DC,No,No,40,415,144,0,0,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,629,298,57.8,0,0,FALSE
NH,No,Yes,22,408,97,0,1,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,787.4,277,79.62,1,0,FALSE
WV,No,Yes,8,510,137,0,1,50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,592.2,304,59.81,2,0,FALSE
IL,No,Yes,21,415,142,0,1,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,552.7,351,51.69,0,0,FALSE
NH,No,Yes,22,415,119,0,1,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,627.2,339,61.25,1,0,FALSE
MI,No,No,45,415,158,0,0,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,597.5,283,57.25,1,0,FALSE
ND,No,No,50,415,50,0,0,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,599.1,338,71.13,1,0,FALSE
LA,No,No,23,408,98,0,0,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,461.3,288,46.31,2,0,FALSE
HI,No,Yes,49,415,101,0,1,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,464.9,280,44.57,2,0,FALSE
WV,No,No,8,408,51,0,0,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,517.8,270,52.75,0,0,FALSE
NC,No,No,35,510,117,0,0,0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,511,346,57.54,2,0,FALSE
PA,Yes,No,48,415,92,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,591.4,340,66.93,0,0,FALSE
MI,No,No,45,408,86,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,605.9,320,58.58,2,0,FALSE
WY,No,No,20,415,122,0,0,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,563.8,322,51.2,2,0,FALSE
NJ,No,Yes,3,408,156,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,651.2,372,64.67,1,0,FALSE
NJ,No,No,3,510,127,0,0,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,719.4,317,74.83,0,1,TRUE
NC,Yes,No,35,408,130,1,0,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,723.5,317,77.92,5,1,TRUE
NM,No,No,38,408,158,0,0,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,664.3,287,61.71,2,0,FALSE
MS,Yes,Yes,44,510,145,1,1,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,573.3,311,56.34,1,0,FALSE
TX,Yes,Yes,15,415,90,1,1,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,584.4,287,57.97,0,1,TRUE
OK,No,Yes,4,510,127,0,1,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,508.5,376,35.43,3,0,FALSE
ID,No,No,12,415,109,0,0,0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,648.7,366,62.89,1,0,FALSE
AL,No,No,5,415,88,0,0,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,483.9,280,52.27,1,0,FALSE
WY,No,Yes,20,510,101,0,1,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,520,311,54.25,0,0,FALSE
VA,No,No,14,415,21,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,666.8,369,69.35,1,0,FALSE
WV,No,Yes,8,408,145,0,1,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,686.5,327,69.3,2,0,FALSE
CA,No,No,33,408,33,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,464.4,326,50.26,1,0,FALSE
PA,No,Yes,48,408,61,0,1,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,469.9,295,43.78,2,1,TRUE
CO,No,No,17,415,107,0,0,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,535.3,321,59.17,3,0,FALSE
MD,No,No,26,408,147,0,0,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,795.6,258,80.71,0,1,TRUE
AL,No,No,5,415,95,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,617.9,337,67.82,1,0,FALSE
MI,No,No,45,415,128,0,0,0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,648.7,278,64.2,0,0,FALSE
OH,No,No,2,415,134,0,0,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,378.6,268,27.77,2,0,FALSE
IN,No,Yes,31,415,96,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,692,292,62.47,1,0,FALSE
SC,No,No,46,415,107,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,629.3,268,67.08,0,0,FALSE
KS,No,No,1,415,123,0,0,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,356.3,295,42.49,2,0,FALSE
OK,No,No,4,415,35,0,0,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,753.7,250,68.95,2,0,FALSE
IL,Yes,No,21,408,137,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,691.6,272,71.04,0,1,TRUE
TN,No,No,47,415,88,0,0,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,599.3,338,59.51,1,0,FALSE
NC,No,Yes,35,408,116,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,542,340,53.11,3,0,FALSE
RI,No,Yes,9,510,123,0,1,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,764.6,304,78.99,2,0,FALSE
VA,Yes,No,14,415,146,1,0,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,650.7,309,58.08,1,0,FALSE
KY,No,Yes,42,510,106,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,501.4,299,48.47,3,0,FALSE
NV,No,Yes,39,408,121,0,1,44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,524.9,305,46.83,1,0,FALSE
WI,No,No,28,510,137,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,550.8,254,51.6,1,0,FALSE
NE,No,Yes,19,510,67,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,607.4,246,60.16,1,0,FALSE
WI,No,No,28,408,161,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,511.3,301,50.78,4,1,TRUE
ME,Yes,Yes,43,415,62,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,660.5,365,69.46,0,1,TRUE
WY,No,Yes,20,415,120,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,637.8,293,68.57,1,0,FALSE
IN,No,Yes,31,408,130,0,1,30,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2,599.7,368,61.76,0,0,FALSE
WI,No,No,28,408,20,0,0,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,725.6,251,68.91,2,0,FALSE
CA,No,No,33,415,112,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,608.1,356,63.88,0,0,FALSE
IN,No,No,31,408,77,0,0,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,691.5,278,65.37,3,0,FALSE
SC,No,No,46,415,109,0,0,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,665.5,246,66.57,2,0,FALSE
IN,No,No,31,415,108,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,620.8,303,62.51,3,0,FALSE
IA,No,Yes,10,415,79,0,1,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,632.6,323,61.25,1,0,FALSE
MN,No,No,37,510,38,0,0,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,534.6,318,56.56,5,1,TRUE
AR,No,Yes,27,415,109,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,608.4,322,53.84,6,1,TRUE
MS,No,No,44,415,78,0,0,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,514.6,285,45.15,1,0,FALSE
MN,No,No,37,415,134,0,0,0,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94,698.2,345,73.43,0,0,FALSE
WA,No,Yes,36,415,47,0,1,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,584.4,306,53.75,2,0,FALSE
MS,No,Yes,44,408,59,0,1,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,404,285,40.29,0,0,FALSE
ID,No,No,12,415,151,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,717.6,294,69.6,0,0,FALSE
NC,No,No,35,415,129,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,498.5,375,42.02,1,0,FALSE
VA,No,Yes,14,510,107,0,1,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,763.2,326,81.98,2,0,FALSE
MT,Yes,No,11,408,137,1,0,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,688.6,332,75.54,0,1,TRUE
MI,No,No,45,510,76,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,506.4,295,44.66,1,0,FALSE
HI,No,No,49,415,24,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,553.1,399,62.61,0,0,FALSE
NC,No,No,35,408,169,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,515.1,263,52.5,2,0,FALSE
MN,No,No,37,408,30,0,0,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,490.7,273,38.29,1,0,FALSE
WV,No,No,8,415,70,0,0,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,572.1,308,59.96,3,0,FALSE
SD,Yes,No,34,510,52,1,0,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,651,253,71.06,0,1,TRUE
HI,No,No,49,408,3,0,0,0,139,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,682,297,59.47,4,0,FALSE
MS,No,No,44,415,38,0,0,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,543.8,319,50.72,2,0,FALSE
NY,No,No,41,415,104,0,0,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,584.5,282,66.98,3,0,FALSE
LA,No,No,23,408,27,0,0,0,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46,519.9,330,43.93,1,0,FALSE
MA,No,No,6,408,13,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,704.5,299,70.76,2,0,FALSE
AK,No,No,25,408,52,0,0,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,515.4,300,59.07,2,0,FALSE
SD,No,Yes,34,415,114,0,1,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,607.7,302,57.68,1,0,FALSE
CO,No,No,17,408,156,0,0,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,522.8,307,49.26,1,0,FALSE
WV,No,No,8,415,62,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,484.7,328,52.09,2,0,FALSE
ME,No,No,43,510,52,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,542.6,274,49.05,3,0,FALSE
NH,No,No,22,510,146,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,558.3,255,50.53,1,0,FALSE
RI,No,Yes,9,415,120,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,734.3,320,72.58,2,0,FALSE
WI,No,No,28,408,90,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,410.2,274,36.46,1,0,FALSE
NM,Yes,No,38,408,147,1,0,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,469.6,314,52.98,1,0,FALSE
WY,No,No,20,415,159,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,461.6,256,49.76,0,1,TRUE
IL,No,Yes,21,510,74,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,639.3,360,58.81,4,0,FALSE
MI,No,No,45,415,87,0,0,0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,535.4,269,60.1,2,0,FALSE
VA,No,No,14,510,99,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,501.6,347,50.44,2,0,FALSE
SD,No,No,34,510,131,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,601.2,347,60.85,2,0,FALSE
AL,No,No,5,510,89,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,568.5,243,52.61,5,1,TRUE
MS,Yes,No,44,415,123,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,512.6,337,45.34,4,1,TRUE
MS,No,Yes,44,510,130,0,1,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,698.1,352,75.37,1,0,FALSE
HI,No,No,49,415,99,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,450.9,261,44.08,1,0,FALSE
WV,No,No,8,408,36,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,645.6,362,61.85,1,0,FALSE
WV,No,No,8,415,87,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,561.5,310,49.43,3,0,FALSE
WV,No,No,8,415,139,0,0,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,575.5,378,68.69,2,0,FALSE
IN,No,No,31,510,189,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,505.5,273,58.6,1,0,FALSE
NM,No,Yes,38,415,96,0,1,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,572.5,301,59.07,3,0,FALSE
DE,No,No,30,408,112,0,0,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,505.3,303,46.27,2,0,FALSE
NJ,No,Yes,3,415,108,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,501.9,298,51.91,0,0,FALSE
RI,No,Yes,9,510,121,0,1,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,674.9,339,67.57,0,0,FALSE
SD,No,No,34,415,116,0,0,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,479.6,289,39.62,1,0,FALSE
NH,No,No,22,415,161,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,540.1,247,57.12,1,0,FALSE
AL,Yes,No,5,415,19,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,631.5,318,67.43,0,0,FALSE
ID,Yes,Yes,12,415,119,1,1,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,625.7,289,60.9,0,0,FALSE
MD,No,No,26,415,125,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,575.6,296,61.56,0,0,FALSE
IN,No,No,31,510,156,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,612.6,368,66.28,1,0,FALSE
WY,No,No,20,415,109,0,0,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,546.1,335,52.63,2,0,FALSE
NH,No,No,22,510,95,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,516.4,307,49.94,2,0,FALSE
MN,No,No,37,408,90,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,547.4,319,48.52,1,0,FALSE
MA,No,Yes,6,415,105,0,1,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,620.4,251,56.14,2,0,FALSE
NH,No,No,22,510,101,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,697.9,327,68.87,1,0,FALSE
MN,No,No,37,415,95,0,0,0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,619,334,58.76,1,0,FALSE
IA,No,No,10,415,123,0,0,0,204.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,577.9,303,59.31,0,0,FALSE
AL,No,Yes,5,510,141,0,1,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,716.1,357,82.3,1,0,FALSE
CA,No,Yes,33,415,75,0,1,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,680.9,282,69.55,4,0,FALSE
MA,No,Yes,6,408,126,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,535.4,294,46.4,0,0,FALSE
FL,No,No,16,415,153,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,605.2,349,65.09,0,0,FALSE
NH,No,Yes,22,408,97,0,1,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,560.1,313,49.44,2,1,TRUE
IN,No,No,31,408,115,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,461.7,310,45.87,2,0,FALSE
MA,Yes,No,6,415,17,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,738.7,306,65.84,0,1,TRUE
NH,No,Yes,22,415,105,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,786.8,311,71.02,1,0,FALSE
TX,No,No,15,415,121,0,0,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,503,301,45.84,2,0,FALSE
NC,No,No,35,408,125,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,625.8,291,65.86,2,0,FALSE
CT,No,No,51,415,124,0,0,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,433.6,300,45.28,2,0,FALSE
LA,No,Yes,23,510,123,0,1,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,679.1,242,68.64,3,0,FALSE
NV,No,No,39,415,124,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,709.6,295,70.75,3,0,FALSE
WV,No,No,8,510,133,0,0,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,567.6,280,56.62,2,0,FALSE
SC,No,Yes,46,415,1,0,1,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,503.2,250,50.13,1,0,FALSE
KS,No,No,1,415,107,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,502.4,371,61.48,1,0,FALSE
NY,No,Yes,41,415,91,0,1,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,567.4,305,56.29,1,0,FALSE
MI,Yes,No,45,408,178,1,0,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,545.3,327,48.32,2,1,TRUE
MA,No,No,6,415,123,0,0,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,695.8,275,69.19,1,0,FALSE
UT,No,No,32,415,170,0,0,0,285.7,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,721.9,289,76.86,1,1,TRUE
HI,No,No,49,415,135,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,592.6,255,58.88,1,0,FALSE
OR,No,Yes,29,415,134,0,1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,489.5,345,55.95,2,0,FALSE
CT,No,No,51,415,93,0,0,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,662.3,343,75.08,1,1,TRUE
AZ,No,No,18,415,138,0,0,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,522.6,295,62.01,0,0,FALSE
OR,No,No,29,510,159,0,0,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,578.6,312,50.84,0,0,FALSE
DE,No,Yes,30,415,103,0,1,34,138.8,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,476.4,272,47.13,1,0,FALSE
MA,No,Yes,6,408,150,0,1,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,623.5,309,62.11,0,0,FALSE
CT,No,No,51,408,37,0,0,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,634.2,343,58.64,3,0,FALSE
AR,Yes,No,27,415,33,1,0,0,164,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,447.3,309,48.19,0,0,FALSE
SD,No,No,34,415,55,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,589,271,66.96,1,0,FALSE
CT,No,No,51,408,107,0,0,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,473.2,300,42.19,2,0,FALSE
MS,No,No,44,408,78,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,549,356,48.45,1,1,TRUE
MT,No,Yes,11,408,85,0,1,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,498,286,45.06,4,1,TRUE
